id,nombre,dni,carrera,semestre,nota1,nota2,nota3,nota4
5178,Elena Aguilar Castillo,18467268,Industrial,3,9,8,15,17
5179,Valentina Salinas Mendoza,63003347,Quimica,8,19,16,14,16
5180,Patricia Romero Vega,40073008,Quimica,6,15,19,8,17
5181,Claudia Flores Paredes,60938038,Ambiental,9,14,10,9,14
5182,Cecilia Fuentes Silva,56352770,Industrial,5,0,15,16,18
5183,Andres Romero Herrera,22762173,Biomedica,2,11,7,12,9
5184,Mauricio Rodriguez Alvarez,45872357,Mecanica,10,18,13,11,12
5185,Cecilia Ramirez Ramos,24471239,Quimica,2,9,9,9,13
5186,Lucia Perez Soto,24774878,Civil,1,12,20,14,10
5187,Gustavo Delgado Vargas,42136072,Civil,1,16,14,20,13
5188,Daniela Soto Gonzalez,25270558,Ambiental,3,12,14,16,12
5189,Pablo Paredes Lopez,42751638,Ambiental,10,12,16,20,11
5190,Lorena Mendoza Romero,35546780,Sistemas,7,14,12,10,14
5191,Andrea Diaz Espinoza,20251569,Mecanica,6,13,6,14,9
5192,Marco Sanchez Martinez,47460582,Sistemas,10,15,14,8,12
5193,Javier Rios Alvarez,64142569,Electrica,6,18,16,17,15
5194,Oscar Garcia Alvarez,29846175,Quimica,2,17,14,14,13
5195,Cristian Munoz Espinoza,79764419,Mecanica,3,15,14,18,18
5196,Beatriz Mendoza Paredes,71319142,Civil,10,12,8,17,17
5197,Tomas Navarro Campos,60086346,Civil,5,18,17,12,16
5198,Fernando Guerrero Ramirez,49830961,Electronica,1,16,20,17,15
5199,Marco Cabrera Vargas,53954848,Electronica,1,12,13,15,10
5200,Oscar Cabrera Martinez,29696923,Biomedica,3,15,14,15,11
5201,Carolina Romero Soto,84388290,Electrica,10,16,11,12,7
5202,Julia Guerrero Garcia,77422537,Ambiental,9,17,17,9,15
5203,Patricia Ramirez Ruiz,75130630,Quimica,9,11,11,14,13
5204,Alejandro Ramos Morales,95366680,Electrica,3,14,13,9,13
5205,Javier Chavez Garcia,63890709,Computacion,2,8,8,11,9
5206,Fabian Ramos Cabrera,13901951,Electronica,3,17,14,17,13
5207,Emilio Lopez Rios,31512289,Industrial,2,9,12,20,15
5208,Fernanda Pena Garcia,90200203,Biomedica,9,14,9,17,20
5209,Daniela Diaz Soto,42910804,Biomedica,4,14,4,13,17
5210,Leonardo Ortiz Medina,30180888,Civil,6,18,2,16,15
5211,Felipe Fernandez Ruiz,68516979,Biomedica,1,12,3,12,12
5212,Monica Medina Molina,12597116,Biomedica,10,12,8,15,16
5213,Mauricio Silva Castillo,57888516,Sistemas,7,13,5,9,11
5214,Sofia Rojas Ramirez,79287313,Mecanica,7,10,12,10,18
5215,Marcelo Torres Ruiz,47379020,Biomedica,5,15,10,16,10
5216,Helena Medina Salinas,87501367,Electrica,10,18,19,15,19
5217,Sofia Reyes Reyes,46993500,Biomedica,7,20,8,12,11
5218,Valeria Munoz Jimenez,50091150,Industrial,6,5,12,15,18
5219,Monica Vega Silva,85865093,Electronica,9,18,13,11,11
5220,Marcelo Cruz Vargas,30532836,Industrial,8,13,10,16,12
5221,Helena Fuentes Medina,93365817,Mecanica,1,12,14,15,14
5222,Ivan Munoz Mora,28161336,Quimica,5,12,13,15,10
5223,Lucia Flores Mendoza,67991046,Ambiental,3,14,12,12,20
5224,Leonardo Cano Molina,92585111,Ambiental,9,17,16,18,14
5225,Gustavo Reyes Martinez,33029802,Industrial,5,15,12,7,15
5226,Gabriela Romero Campos,68515624,Civil,4,16,10,12,13
5227,Gloria Rios Diaz,61427325,Industrial,2,15,15,14,14
5228,Rodrigo Diaz Molina,46096962,Industrial,1,17,10,8,15
5229,Valentina Cano Jimenez,77092515,Ambiental,9,15,9,14,15
5230,Renata Fernandez Chavez,65318469,Biomedica,3,11,13,14,10
5231,Paula Munoz Delgado,45904497,Computacion,5,16,18,7,17
5232,Lucia Molina Diaz,72956555,Computacion,4,12,9,7,20
5233,Natalia Guerrero Ramirez,79061459,Ambiental,8,9,13,17,16
5234,Monica Sanchez Espinoza,70945425,Industrial,10,11,7,14,11
5235,Alejandro Mendoza Silva,93773880,Mecanica,2,17,17,9,11
5236,Leonardo Munoz Medina,40266182,Civil,2,15,19,16,8
5237,Monica Campos Guerrero,22282408,Ambiental,2,15,15,15,8
5238,Raul Paredes Aguilar,41496945,Sistemas,8,13,10,16,12
5239,Marcelo Lopez Herrera,13236185,Industrial,8,10,13,10,19
5240,Carlos Lopez Molina,18446297,Mecanica,9,20,10,12,16
5241,Hernan Silva Gonzalez,95401700,Mecanica,1,19,18,15,13
5242,Ivan Fuentes Ramos,37519032,Industrial,2,12,17,12,9
5243,Diana Mora Campos,76134797,Industrial,10,10,14,12,20
5244,Julia Soto Martinez,75726560,Computacion,5,17,12,12,13
5245,Hernan Rodriguez Chavez,57735671,Civil,6,12,6,15,14
5246,Carolina Perez Flores,69372925,Civil,6,16,10,11,15
5247,Hernan Silva Aguilar,74048677,Civil,4,10,9,17,14
5248,Carolina Flores Perez,55383266,Electrica,9,19,20,17,13
5249,Natalia Cabrera Ruiz,16567650,Industrial,6,13,11,17,11
5250,Carlos Morales Munoz,43705453,Industrial,10,10,11,13,11
5251,Patricio Soto Rios,29766744,Electronica,2,11,13,18,13
5252,Cristian Castillo Fuentes,99938281,Ambiental,5,12,5,8,11
5253,Lucia Rodriguez Fernandez,44577051,Electrica,2,9,13,15,20
5254,Sebastian Mendoza Paredes,44962501,Electronica,6,13,17,7,14
5255,Alejandro Cabrera Cano,68505164,Electrica,6,11,12,16,13
5256,Elena Guerrero Lopez,44341967,Civil,1,11,10,16,12
5257,Alejandro Salinas Silva,56816499,Computacion,5,13,10,11,5
5258,Diego Fuentes Molina,69491544,Electrica,10,14,4,11,14
5259,Fabian Jimenez Diaz,23123962,Sistemas,3,16,16,16,20
5260,Cecilia Navarro Cabrera,65703609,Industrial,9,16,9,20,10
5261,Elena Mora Soto,67384494,Biomedica,3,12,15,12,13
5262,Marco Pena Mora,29159558,Mecanica,3,15,8,12,12
5263,Leonardo Romero Molina,14687639,Electronica,8,8,15,8,10
5264,Paula Perez Diaz,81404971,Sistemas,7,14,18,13,8
5265,Oscar Molina Sanchez,69765368,Electronica,2,10,7,16,15
5266,Helena Reyes Castillo,38493087,Electrica,6,10,14,15,20
5267,Natalia Molina Salinas,13676490,Mecanica,8,17,8,17,5
5268,Fabian Campos Espinoza,17916627,Sistemas,3,8,9,20,6
5269,Ignacio Medina Silva,13436826,Electrica,5,14,13,12,12
5270,Sebastian Ramos Morales,36275357,Electronica,1,20,12,15,10
5271,Gustavo Mora Perez,18702898,Civil,2,6,13,13,12
5272,Matias Munoz Ramirez,94373700,Electronica,3,12,19,13,14
5273,Mauricio Gonzalez Munoz,21177293,Civil,4,7,14,14,17
5274,Paula Castillo Guerrero,30728038,Electronica,1,10,14,14,11
5275,Sofia Ortiz Lopez,73329481,Civil,3,16,15,17,13
5276,Beatriz Rios Cabrera,65657627,Sistemas,3,14,18,12,14
5277,Oscar Romero Garcia,25195939,Computacion,9,15,15,16,12
5278,Daniela Mendoza Navarro,44517115,Ambiental,10,20,11,17,12
5279,Maria Soto Mendoza,40757025,Sistemas,6,14,16,17,17
5280,Laura Molina Reyes,74321084,Biomedica,8,14,7,12,11
5281,Andres Ramirez Paredes,88083487,Sistemas,9,13,14,15,14
5282,Diego Fuentes Navarro,27879555,Computacion,9,13,18,11,9
5283,Gustavo Medina Fuentes,39602444,Computacion,10,11,11,10,9
5284,Sebastian Medina Espinoza,62186636,Electronica,7,18,12,20,17
5285,Javier Sanchez Alvarez,84920153,Civil,5,14,12,12,12
5286,Leonardo Navarro Cruz,77132630,Computacion,3,3,10,9,14
5287,Ricardo Ruiz Espinoza,79373742,Ambiental,2,10,16,13,9
5288,Alejandro Romero Navarro,37391059,Electrica,7,12,16,14,15
5289,Tomas Pena Salinas,25462587,Electronica,10,10,10,14,16
5290,Gloria Ramos Navarro,43521518,Mecanica,3,16,19,16,14
5291,Renata Fernandez Rojas,32295906,Ambiental,2,9,13,18,9
5292,Monica Vargas Rios,63958374,Mecanica,3,12,18,10,15
5293,Daniela Fuentes Navarro,73836759,Electrica,1,13,9,18,17
5294,Adrian Ramos Silva,34892011,Quimica,9,16,18,13,6
5295,Monica Flores Herrera,95182862,Civil,7,17,14,18,14
5296,Gustavo Gonzalez Mendoza,54605947,Civil,4,9,14,11,11
5297,Fernanda Torres Medina,30288486,Ambiental,8,15,15,16,12
5298,Sebastian Pena Flores,22874923,Quimica,7,14,20,13,13
5299,Patricia Campos Mendoza,41411598,Ambiental,8,20,12,9,8
5300,Carlos Herrera Rodriguez,64646744,Electrica,4,11,11,19,15
5301,Diana Medina Mora,32810450,Electrica,8,7,6,15,10
5302,Tomas Espinoza Rojas,86639672,Sistemas,3,19,8,13,16
5303,Tomas Vega Vega,75385047,Electrica,3,16,13,11,12
5304,Helena Vega Castillo,11813712,Biomedica,3,10,15,8,8
5305,Gustavo Gonzalez Cruz,90077403,Mecanica,5,15,19,15,12
5306,Pablo Cano Torres,21540663,Civil,2,7,12,17,10
5307,Oscar Rodriguez Lopez,58124774,Ambiental,7,16,10,10,19
5308,Ignacio Romero Vargas,80158273,Mecanica,3,12,14,14,13
5309,Gabriela Sanchez Munoz,47388284,Computacion,1,11,16,20,9
5310,Monica Chavez Ruiz,98752973,Quimica,8,14,19,10,14
5311,Javier Silva Reyes,18894634,Civil,3,5,9,12,10
5312,Fabian Navarro Molina,93699756,Quimica,6,14,11,13,18
5313,Mauricio Flores Mora,87393008,Quimica,9,12,20,16,12
5314,Monica Herrera Paredes,73193290,Quimica,3,17,16,19,10
5315,Emilio Cano Salinas,52782375,Ambiental,5,16,14,13,10
5316,Mauricio Herrera Fuentes,58262016,Sistemas,8,10,13,11,18
5317,Beatriz Jimenez Cabrera,56439222,Biomedica,4,16,6,15,9
5318,Raul Campos Ruiz,81586952,Industrial,6,14,16,19,7
5319,Matias Salinas Soto,13084300,Electronica,5,13,15,14,9
5320,Claudia Reyes Vega,76329750,Industrial,10,7,13,10,6
5321,Camila Campos Mendoza,56096919,Biomedica,9,20,19,5,12
5322,Emilio Fernandez Mora,35671082,Sistemas,2,19,11,12,12
5323,Ricardo Paredes Rojas,21854474,Civil,4,17,19,16,18
5324,Carlos Torres Pena,95449012,Ambiental,3,15,11,14,13
5325,Paula Soto Torres,17414444,Mecanica,8,6,8,14,10
5326,Ignacio Perez Pena,14396299,Electronica,1,12,7,13,12
5327,Gabriela Pena Castillo,47923421,Biomedica,9,8,11,20,10
5328,Lucia Pena Vargas,70398706,Mecanica,8,11,14,15,11
5329,Gustavo Lopez Soto,46450471,Quimica,4,10,10,14,20
5330,Daniela Morales Molina,52607380,Mecanica,8,13,7,11,16
5331,Paula Martinez Medina,27859545,Industrial,7,20,11,18,13
5332,Gloria Paredes Perez,95674710,Civil,3,9,16,13,10
5333,Helena Martinez Herrera,29266440,Quimica,3,8,12,14,14
5334,Gabriela Reyes Alvarez,42023767,Biomedica,2,19,13,16,11
5335,Renata Delgado Flores,89242793,Biomedica,1,9,10,14,14
5336,Monica Morales Ramirez,14191922,Mecanica,8,16,14,11,17
5337,Lucia Cano Guerrero,88211689,Mecanica,1,14,14,15,9
5338,Helena Ramirez Vega,51983954,Biomedica,8,10,17,15,18
5339,Carlos Navarro Castillo,14107870,Civil,6,16,14,14,16
5340,Marco Molina Alvarez,73710182,Ambiental,6,14,15,10,16
5341,Ricardo Navarro Perez,74352551,Civil,7,9,7,11,19
5342,Irene Vargas Flores,30569378,Civil,8,13,16,18,11
5343,Ana Chavez Ramirez,88543613,Computacion,4,16,10,10,18
5344,Fernanda Silva Lopez,89826328,Civil,2,12,13,11,8
5345,Andres Sanchez Reyes,39353227,Industrial,2,12,17,15,11
5346,Patricia Vargas Garcia,70560192,Quimica,3,12,16,10,13
5347,Diana Soto Guerrero,52097764,Quimica,9,4,10,11,16
5348,Cecilia Ruiz Alvarez,51552298,Civil,10,11,14,14,14
5349,Valentina Navarro Paredes,40432355,Computacion,3,14,13,9,14
5350,Marcelo Silva Flores,26839727,Ambiental,3,9,12,12,8
5351,Julia Munoz Alvarez,41694887,Industrial,2,16,17,13,7
5352,Claudia Soto Silva,13910705,Mecanica,5,14,15,14,13
5353,Patricio Molina Romero,19945828,Industrial,7,11,11,10,12
5354,Felipe Aguilar Jimenez,11359654,Sistemas,7,16,10,14,12
5355,Raul Ramos Morales,41169146,Quimica,7,8,13,10,13
5356,Hernan Herrera Mendoza,85911069,Electrica,9,13,9,17,20
5357,Andrea Cruz Guerrero,76647103,Sistemas,2,13,16,14,20
5358,Diana Flores Chavez,23267047,Industrial,9,5,13,13,11
5359,Raul Vega Alvarez,35320990,Quimica,9,9,7,15,14
5360,Emilio Mendoza Fernandez,92298627,Industrial,10,14,18,5,5
5361,Valentina Ramirez Reyes,49854638,Sistemas,10,11,14,15,17
5362,Renata Espinoza Ramos,14101192,Computacion,1,11,17,19,12
5363,Hugo Campos Pena,20732403,Biomedica,2,9,12,8,8
5364,Antonella Campos Medina,58554114,Sistemas,10,10,10,18,12
5365,Irene Cruz Romero,21978654,Electronica,6,19,7,15,12
5366,Paula Cruz Ruiz,61999960,Electronica,4,8,13,7,10
5367,Gustavo Pena Morales,52152780,Mecanica,1,13,6,14,8
5368,Cristian Herrera Ortiz,11658247,Mecanica,7,20,20,18,11
5369,Marcelo Rios Medina,43798193,Mecanica,5,13,12,14,10
5370,Andres Reyes Sanchez,24686731,Industrial,10,10,13,16,4
5371,Ana Paredes Espinoza,16236995,Computacion,10,18,8,9,15
5372,Natalia Sanchez Garcia,34112212,Electronica,4,11,10,19,12
5373,Natalia Mendoza Molina,82246584,Biomedica,10,12,17,16,12
5374,Valentina Fuentes Rodriguez,64259612,Quimica,1,10,11,14,10
5375,Felipe Chavez Morales,76856106,Sistemas,6,15,16,11,14
5376,Ignacio Ruiz Salinas,50881787,Civil,2,15,7,12,18
5377,Gustavo Soto Castillo,20406684,Civil,8,8,10,13,13
5378,Hernan Cabrera Paredes,55406003,Biomedica,2,15,17,14,19
5379,Lucia Ramos Ruiz,67384496,Sistemas,6,12,12,12,6
5380,Elena Mendoza Ruiz,55559142,Industrial,5,10,17,16,9
5381,Renata Mora Sanchez,36131750,Electrica,9,11,10,8,20
5382,Lorena Vega Cano,85735781,Quimica,1,13,14,11,11
5383,Patricia Herrera Silva,99728025,Sistemas,5,14,10,13,14
5384,Claudia Rojas Morales,25555091,Biomedica,9,15,5,14,19
5385,Felipe Perez Ramirez,89320699,Electronica,9,17,18,14,19
5386,Marco Ortiz Ortiz,14835160,Ambiental,3,0,10,15,13
5387,Sofia Flores Ruiz,42364892,Industrial,7,16,14,18,13
5388,Daniela Lopez Salinas,15263366,Quimica,5,14,10,13,13
5389,Javier Chavez Ortiz,27005449,Industrial,4,18,9,12,15
5390,Gabriela Ortiz Romero,29183432,Electrica,10,11,19,16,13
5391,Fabian Soto Diaz,37173656,Electrica,6,11,14,11,20
5392,Ignacio Jimenez Chavez,63024510,Ambiental,6,13,7,19,12
5393,Ana Espinoza Perez,47485603,Electronica,7,15,13,15,11
5394,Ignacio Diaz Munoz,23637356,Mecanica,2,11,9,14,19
5395,Cristian Rios Chavez,46741352,Biomedica,8,13,8,14,17
5396,Andres Diaz Salinas,88572188,Quimica,4,12,10,15,11
5397,Pablo Fuentes Martinez,51260224,Ambiental,5,7,11,10,16
5398,Cecilia Navarro Aguilar,53198155,Electronica,7,18,16,14,8
5399,Gloria Morales Sanchez,53018510,Electronica,8,11,11,16,18
5400,Valentina Torres Mendoza,35304520,Industrial,4,15,12,12,17
5401,Natalia Ramirez Cano,13922382,Sistemas,7,13,20,11,6
5402,Valeria Sanchez Vargas,86957066,Biomedica,10,8,10,8,18
5403,Hernan Flores Rodriguez,86264256,Electronica,9,15,15,12,14
5404,Andrea Delgado Vega,39938447,Computacion,5,14,14,12,13
5405,Alejandro Jimenez Reyes,98596358,Sistemas,4,11,17,11,6
5406,Oscar Lopez Cruz,97235553,Industrial,6,14,9,19,15
5407,Gabriela Espinoza Cano,14362461,Computacion,7,12,18,12,8
5408,Marco Alvarez Lopez,76855596,Civil,5,12,12,18,17
5409,Lucia Medina Mendoza,12038830,Civil,1,14,16,10,15
5410,Beatriz Herrera Jimenez,83919572,Computacion,5,12,15,13,15
5411,Sebastian Pena Chavez,36600529,Biomedica,1,13,17,12,9
5412,Julia Rios Paredes,32288294,Electronica,5,14,16,18,16
5413,Cristian Torres Cruz,67725483,Industrial,8,14,0,12,18
5414,Andres Salinas Rodriguez,38336052,Sistemas,4,15,13,18,19
5415,Lucia Salinas Delgado,81910398,Civil,9,13,9,10,13
5416,Helena Ramirez Morales,71433560,Industrial,1,14,10,10,19
5417,Marcelo Mendoza Mendoza,52591433,Quimica,10,18,9,20,12
5418,Leonardo Alvarez Delgado,81140376,Industrial,3,16,15,7,11
5419,Monica Paredes Fuentes,37217402,Quimica,1,15,9,13,14
5420,Helena Salinas Chavez,97455332,Industrial,9,12,16,13,13
5421,Lorena Castillo Jimenez,50799588,Industrial,9,12,13,12,18
5422,Javier Guerrero Rodriguez,78930914,Electronica,6,16,11,12,12
5423,Raul Reyes Molina,72976800,Civil,7,10,12,11,20
5424,Adrian Mendoza Herrera,23865264,Quimica,6,14,7,15,11
5425,Patricio Ruiz Rodriguez,98801458,Electronica,3,20,7,11,17
5426,Sebastian Medina Delgado,36282569,Quimica,1,9,12,16,14
5427,Ana Castillo Vargas,95550660,Electronica,7,11,20,12,11
5428,Marco Alvarez Herrera,40112737,Civil,9,12,16,16,11
5429,Andrea Cano Chavez,95249559,Civil,3,14,15,15,10
5430,Gabriela Cano Sanchez,33884174,Civil,7,15,13,13,10
5431,Cristian Romero Pena,15394059,Biomedica,10,17,15,16,8
5432,Elena Molina Mendoza,70188564,Civil,4,11,12,20,18
5433,Valentina Medina Perez,39271642,Computacion,1,6,6,10,12
5434,Laura Diaz Herrera,55376959,Biomedica,4,20,15,11,14
5435,Isabella Molina Medina,15810930,Sistemas,1,11,13,16,16
5436,Valeria Cano Alvarez,99741910,Biomedica,10,6,12,19,16
5437,Hugo Romero Fuentes,13820396,Sistemas,1,4,12,20,13
5438,Ignacio Perez Espinoza,65153142,Electrica,8,10,15,11,9
5439,Pablo Navarro Salinas,12027572,Ambiental,1,9,15,10,12
5440,Irene Morales Fernandez,91842050,Biomedica,6,13,15,15,10
5441,Cecilia Morales Ruiz,41006282,Biomedica,5,11,11,19,6
5442,Maria Gonzalez Ortiz,70615190,Mecanica,9,15,10,10,17
5443,Ivan Cano Ramos,50003135,Civil,3,15,13,13,17
5444,Patricio Cruz Sanchez,62842452,Industrial,3,14,10,17,15
5445,Patricio Campos Diaz,31157186,Electrica,5,16,16,13,14
5446,Gustavo Aguilar Castillo,24653164,Mecanica,8,10,14,12,20
5447,Matias Ortiz Ortiz,27865440,Biomedica,1,11,20,13,8
5448,Carolina Silva Vega,57583274,Biomedica,3,11,15,10,15
5449,Matias Salinas Fuentes,48923674,Mecanica,7,16,10,8,12
5450,Valeria Silva Fernandez,53418053,Biomedica,4,5,10,8,12
5451,Isabella Herrera Herrera,68681279,Sistemas,10,14,9,15,8
5452,Valeria Medina Rojas,34578663,Computacion,3,13,11,9,15
5453,Cecilia Gonzalez Reyes,44391064,Computacion,1,9,10,11,14
5454,Mauricio Flores Fuentes,65302002,Biomedica,1,15,13,14,11
5455,Ricardo Fernandez Diaz,27681125,Electronica,6,14,13,17,17
5456,Renata Fernandez Mora,60950114,Electronica,3,17,6,2,9
5457,Ana Chavez Mora,67509296,Electronica,2,14,11,15,10
5458,Pablo Perez Fernandez,65655536,Biomedica,10,12,12,13,7
5459,Diego Pena Fernandez,85835501,Ambiental,5,6,13,12,12
5460,Valentina Garcia Mora,59013196,Electrica,1,7,15,17,13
5461,Felipe Romero Ortiz,59331292,Mecanica,4,11,18,18,2
5462,Javier Munoz Alvarez,19092761,Biomedica,4,14,13,12,5
5463,Laura Molina Guerrero,27739196,Mecanica,3,13,13,13,18
5464,Marco Ramirez Torres,52569068,Biomedica,3,10,18,16,16
5465,Valeria Fernandez Gonzalez,83590970,Mecanica,7,8,10,16,10
5466,Raul Reyes Herrera,93367495,Quimica,6,12,9,16,15
5467,Lucia Munoz Fuentes,11688914,Electronica,6,5,20,9,20
5468,Hernan Rodriguez Fernandez,55242670,Civil,6,15,9,11,15
5469,Fabian Chavez Aguilar,33377135,Electrica,10,11,20,10,10
5470,Ana Romero Vargas,85875369,Computacion,3,5,6,13,15
5471,Carolina Pena Rojas,63105615,Ambiental,1,11,15,16,10
5472,Paula Soto Gonzalez,12149886,Sistemas,2,9,8,10,4
5473,Fernando Medina Jimenez,33777522,Electronica,6,18,10,17,5
5474,Gustavo Cano Ramos,93382863,Mecanica,9,14,16,9,8
5475,Gustavo Perez Paredes,69373374,Industrial,10,20,9,13,11
5476,Cecilia Navarro Lopez,33917680,Industrial,10,12,17,17,12
5477,Valeria Salinas Sanchez,31207600,Mecanica,6,13,7,12,10
5478,Helena Reyes Rojas,38219141,Civil,4,12,15,11,18
5479,Patricio Rodriguez Morales,75123370,Biomedica,2,13,14,18,15
5480,Matias Molina Pena,46408285,Electrica,7,16,16,12,13
5481,Andrea Cruz Vargas,19884611,Industrial,4,15,9,12,16
5482,Beatriz Campos Silva,17471096,Sistemas,3,20,20,17,12
5483,Hugo Chavez Ortiz,61216031,Electrica,1,10,10,11,13
5484,Diana Pena Soto,55234305,Sistemas,10,14,9,9,18
5485,Marco Herrera Fuentes,85542704,Industrial,1,7,11,18,12
5486,Diego Martinez Ramos,10773700,Civil,6,12,15,10,10
5487,Maria Navarro Cabrera,43353162,Civil,4,8,12,16,17
5488,Diana Rojas Perez,72181600,Civil,2,9,14,16,14
5489,Monica Perez Soto,73497234,Biomedica,6,9,6,16,11
5490,Adrian Reyes Mora,12921176,Sistemas,5,11,13,12,15
5491,Alejandro Ramos Salinas,57844715,Sistemas,1,9,6,12,16
5492,Adrian Fuentes Aguilar,44027808,Biomedica,10,7,17,18,11
5493,Emilio Fernandez Ramirez,43846840,Mecanica,1,4,8,15,14
5494,Ignacio Mendoza Ramos,26610311,Biomedica,7,14,13,12,11
5495,Paula Perez Morales,91570599,Computacion,2,12,13,9,17
5496,Felipe Aguilar Mendoza,47162870,Biomedica,5,8,14,20,13
5497,Pablo Silva Aguilar,74227107,Sistemas,5,12,14,9,19
5498,Elena Paredes Herrera,96679099,Sistemas,10,15,9,14,10
5499,Ana Martinez Lopez,26745405,Electronica,10,9,11,18,14
5500,Renata Garcia Gonzalez,14032659,Quimica,2,9,14,9,16
5501,Pablo Mora Romero,97791143,Civil,10,13,16,11,15
5502,Antonella Paredes Fuentes,92714522,Mecanica,9,11,11,9,14
5503,Fernanda Cano Garcia,23056140,Electrica,8,10,12,17,19
5504,Ana Garcia Pena,49558189,Computacion,3,10,19,13,15
5505,Sebastian Romero Sanchez,50669065,Sistemas,1,11,18,11,7
5506,Ignacio Ruiz Ruiz,67896376,Sistemas,5,13,10,15,20
5507,Andres Ortiz Jimenez,35876722,Computacion,6,12,10,5,12
5508,Lucia Delgado Soto,84271192,Mecanica,9,11,12,11,13
5509,Gabriela Rojas Molina,64061608,Sistemas,3,14,9,10,17
5510,Daniela Soto Paredes,90358013,Sistemas,6,20,11,7,3
5511,Valeria Ruiz Ramos,48619303,Quimica,9,15,8,10,14
5512,Marcelo Perez Chavez,85582511,Electrica,9,14,12,10,9
5513,Sebastian Aguilar Perez,94846439,Computacion,4,12,12,13,9
5514,Cecilia Guerrero Gonzalez,34544121,Quimica,3,8,10,9,13
5515,Natalia Mora Paredes,13413508,Electronica,4,11,15,13,11
5516,Hugo Mendoza Gonzalez,66809115,Electronica,6,16,17,8,18
5517,Irene Lopez Silva,93307417,Quimica,5,10,11,15,12
5518,Cristian Chavez Mora,98195734,Sistemas,2,10,13,17,13
5519,Beatriz Delgado Morales,32476452,Quimica,10,17,8,15,11
5520,Nicolas Gonzalez Ruiz,66983202,Mecanica,5,7,15,17,14
5521,Diana Fernandez Castillo,16542809,Industrial,3,9,14,8,14
5522,Gloria Munoz Chavez,80944492,Sistemas,7,12,11,13,13
5523,Marcelo Mora Aguilar,17773049,Civil,2,18,14,19,17
5524,Paula Espinoza Navarro,23343466,Sistemas,5,20,9,13,13
5525,Carlos Garcia Guerrero,97999390,Computacion,5,12,11,17,14
5526,Fernanda Pena Medina,50067215,Industrial,4,11,17,14,10
5527,Marco Rios Espinoza,37437446,Industrial,5,14,10,16,15
5528,Marcelo Rojas Flores,70919250,Civil,9,20,16,13,15
5529,Cecilia Herrera Fernandez,65921147,Biomedica,1,13,18,14,10
5530,Monica Perez Soto,32946893,Mecanica,5,18,9,11,17
5531,Andres Soto Guerrero,82496571,Civil,6,9,17,10,14
5532,Felipe Diaz Guerrero,41372892,Computacion,5,14,9,11,13
5533,Cristian Navarro Reyes,61334735,Industrial,3,9,10,15,15
5534,Hernan Morales Delgado,78686145,Sistemas,4,17,13,14,11
5535,Isabella Sanchez Pena,24421611,Electronica,7,13,16,13,14
5536,Marcelo Ramos Fuentes,61216326,Ambiental,4,12,5,15,8
5537,Marco Vargas Morales,91779257,Computacion,1,14,10,16,19
5538,Marcelo Martinez Espinoza,63413311,Biomedica,6,8,13,18,13
5539,Daniela Medina Flores,68982945,Mecanica,1,12,20,13,14
5540,Irene Rojas Salinas,84106306,Industrial,4,11,14,6,8
5541,Cristian Sanchez Guerrero,90924151,Electronica,2,0,17,15,14
5542,Maria Perez Jimenez,80073344,Biomedica,1,16,16,16,11
5543,Irene Cabrera Mora,17020071,Sistemas,2,17,12,12,18
5544,Claudia Romero Ruiz,25003287,Ambiental,1,13,14,13,14
5545,Gloria Garcia Vargas,15723255,Industrial,8,12,10,11,11
5546,Ignacio Rodriguez Ramos,75190407,Civil,8,15,7,9,15
5547,Javier Pena Sanchez,37180526,Electronica,1,14,7,12,9
5548,Monica Espinoza Mora,34666981,Ambiental,3,18,15,9,13
5549,Leonardo Diaz Fernandez,98617784,Computacion,1,7,9,19,13
5550,Alejandro Silva Salinas,41197454,Sistemas,5,9,16,14,9
5551,Valentina Mora Cabrera,62232322,Quimica,2,10,13,12,12
5552,Helena Campos Ramos,34512076,Mecanica,6,11,9,18,8
5553,Tomas Cruz Romero,67296787,Civil,2,11,15,11,10
5554,Fabian Reyes Molina,12406476,Electronica,5,13,14,16,18
5555,Valeria Flores Mora,14657420,Electrica,1,15,9,16,13
5556,Ignacio Diaz Ramos,11817207,Quimica,9,14,15,11,15
5557,Diego Cabrera Ramos,47714538,Computacion,2,7,18,10,14
5558,Hugo Navarro Diaz,21405172,Electrica,10,18,20,14,14
5559,Lorena Reyes Navarro,12562250,Mecanica,7,18,6,19,14
5560,Carolina Martinez Cruz,89421054,Civil,6,11,8,19,16
5561,Matias Fuentes Espinoza,93058854,Industrial,1,12,8,17,12
5562,Sebastian Rodriguez Vega,89227576,Quimica,10,13,10,13,20
5563,Marcelo Diaz Sanchez,53728821,Civil,4,12,18,12,7
5564,Raul Vargas Rios,75459845,Quimica,5,16,20,11,7
5565,Isabella Herrera Vega,54147458,Quimica,1,20,12,12,12
5566,Mauricio Ramos Fernandez,14585009,Electrica,5,8,11,12,14
5567,Gloria Ortiz Espinoza,73738493,Electronica,5,10,12,17,16
5568,Matias Torres Cano,55613874,Computacion,5,13,10,6,15
5569,Fernanda Fuentes Silva,11707190,Civil,1,6,13,14,9
5570,Renata Perez Navarro,67076245,Computacion,4,16,13,16,13
5571,Fernanda Delgado Molina,54700959,Quimica,1,13,10,11,14
5572,Sebastian Espinoza Medina,49667951,Quimica,9,9,15,20,15
5573,Matias Cano Navarro,39768949,Electronica,4,19,20,10,19
